restaurant_name,cuisines,ratings,address,timings,phone,must_haves,price,more_info,description,rating_count
The Black Sheep Bistro,"Continental, European, Thai, Desserts, Beverages",4.9,"Panaji, Goa","12noon – 3:45pm, 7pm – 11pm (Today)",+919325023565,"A casual fine dining concept, serving wines and innovative, hand-crafted cocktails","Classy Place, Attentive Service, Fusion Food, Staff Behaviour, Comfortable Seating Area, Good Options","Home Delivery
Takeaway Available
Full Bar Available
Live Sports Screening
Indoor Seating
Family Friendly
Desserts and Bakes
Table booking recommended","Malvani Mushroom Stroganoff, Crab Ravioli, Mushroom Rice, Seafood Paella, Chocolate Salami, Veg Quesadilla","2,329"
Mikey's Place,"Continental, North Indian, Goan, Seafood, Salad, Desserts",4.5,"Candolim, Goa",12noon – 2am (Today),+919822137592,"Chilli Paneer, Prawns Masala, Masala Fry, Sizzler, Sea Food, Cocktails","₹1,200 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Live Sports Screening
Wifi
Live Music
Serves Cocktails
Desserts and Bakes
Indoor Seating
Family Friendly
Smoking Area","Live Instrumental Music, Good Service and Good Food, Trained Staff, Ambience was Super Cool, Great Vibe, Portion Size","1,004"
The Southern Deck,"Seafood, Goan, Continental, Fast Food, Asian, Thai, North Indian",4.3,"Benaulim, Goa",12noon – 1am (Today),+918668742826,"Variety in Menu, Service Ok, Good Food Good Quality, Fusion Dishes, Gastronomical Experience, Themed Decor","Exclusive of applicable taxes and charges, if any","Home Delivery
Full Bar Available
Indoor Seating
Family Friendly
Outdoor Seating",₹950 for two people (approx.) Without alcohol,430
Lollo Rosso,"Finger Food, Continental, Japanese, Burmese, Desserts, Beverages",4.6,"Anjuna, Goa","8:30am – 5pm, 8pm – 11:30pm (Today)",+918855978128,"Bowls, Young Crowd, Good Music, Elaborate Menu, Fresh Food, Ambiance","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Family Friendly
Outdoor Seating
Table booking recommended
Desserts and Bakes","₹1,800 for two people (approx.) Without alcohol",78
Howling Wolves,"Continental, North Indian, Asian, Italian, Salad, Sandwich, Burger, Desserts",4.1,"Anjuna, Goa",12:30pm – 11:30pm (Today),+919028331666,"₹1,200 for two people (approx.)",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",26
Da Tita By Magic Italy,"Italian, Pizza, Fast Food, Desserts",4.4,"Majorda, Goa",4pm – 11:30pm (Today),+919552530743,"Ham Pizza, Pannacotta, Pepperoni, Ravioli, Fruit Juices, Tiramisu",₹950 for two people (approx.),"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Authenticity, Family Place, Great Value, Preparation, Nice Ambience, Portions",447
Neighbors,"Cafe, European, Burger, Seafood, Bakery, Healthy Food, Desserts, Beverages",4.2,"Assagao, Goa",9am – 11pm (Today),+919022986205,"₹1,200 for two people (approx.) Without alcohol",,"Breakfast
Home Delivery
Takeaway Available
Wine and Beer
Wifi
Desserts and Bakes
Outdoor Seating
Indoor Seating
Work Friendly
Vegan Options
All Day Breakfast
Live Entertainment
Live Music
Serves Cocktails
Kid Friendly
Family Friendly
Smoking Area","Exclusive of applicable taxes and charges, if any",124
Kalliste,"Spanish, Greek, Bar Food, Italian, Mediterranean",4.2,"Colva, Goa",12noon – 11pm (Today),+917420911181,"₹1,500 for two people (approx.) with alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",22
Ziggy's By Fame,"Goan, Italian, Oriental, North Indian, Desserts",4.4,"Majorda, Goa",11am – 11pm (Today),+919607958742,"Sanitised Service, Best Staff, Clean and Hygienic Place, Served Quickly, Affordable Prices, Best Food under Best Budget","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages",₹950 for two people (approx.) Without alcohol,42
Olive Bar & Kitchen,"Mediterranean, Italian, Bar Food, Fast Food, Beverages, Desserts",4.3,"Vagator, Goa",12noon – 11pm (Today),+917888037772,"Tomato Risotto, Tacos, Ravioli, Sangria, Mojito, Cocktail","₹3,000 for two people (approx.) Without alcohol","Takeaway Available
Full Bar Available
Luxury Dining
Desserts and Bakes
Celebrity Frequented
Outdoor Seating
Indoor Seating
Table booking recommended
Dress Code Applicable
Live Music
Romantic Dining
Family Friendly","Menu Description, Serving Style, Spectacular View, Excellent View, Seaview, Best View",617
Kismoor Sangolda,"Asian, Italian, Goan, Oriental, Desserts, Beverages",4.5,"Penha de Franca, Goa",10:30am – 11:30pm (Today),+918888621905,"Butter Garlic Squids, Butter Chicken, Seafood, Chicken Cafreal, Fish Thali, Drinks","₹1,400 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Outdoor Seating
Smoking Area
Indoor Seating
Family Friendly","Great Veg Options, Economical Price, Fantastic Decoration, Comforting Atmosphere, Great Menu, Mouth Watering Food",706
Paz Goa,"Cafe, Continental, Fast Food, Coffee, Shake, Beverages, Desserts",4.5,"Vagator, Goa",8am – 7pm (Today),+919175121790,"Economical Price, Fair Prices, Lovely Place, Best in Service, Brunch, Served Quickly","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Takeaway Available
Serves Alcohol
Work Friendly
Smoking Area
All Day Breakfast
DJ
Outdoor Seating
Indoor Seating
Table booking recommended
Desserts and Bakes
Live Entertainment
Live Music","₹1,000 for two people (approx.) Without alcohol",212
Thalassa Beach,"Greek, Mediterranean, Seafood, Bar Food, Goan, Beverages",3.9,"Ashwem, Goa",12noon – 10pm (Today),+918956190753,"₹2,500 for two people (approx.) Without alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",9
Shivers Garden Restaurant,"Thai, Japanese, Asian, Beverages, Chinese, Continental, Desserts, North Indian",4.4,"Candolim, Goa",12noon – 12midnight (Today),+919370574760,"Chicken Momo, Goan Thali, Veg Thali, Sea Food, Cocktails, Drinks","₹2,000 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Live Entertainment
Indoor Seating
Work Friendly
Luxury Dining
Private Dining Area Available
Wifi
Karaoke
Live Sports Screening
Outdoor Seating
Live Music
Romantic Dining
Table booking recommended
Family Friendly
Pet Friendly
Smoking Area
Desserts and Bakes
Serves Cocktails","Good for Large Groups, Comfortable Seating Area, Reasonable Prices, Spill Proof Packaging, Parking Space, Perfect Presentation",378
Big Fat Sandwich & Pizza,"Cafe, American, Sandwich, Fast Food, Italian, Beverages, Coffee",3.9,"Anjuna, Goa",9am – 11:30pm (Today),+919810646118,"₹1,200 for two people (approx.)",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",77
Miss Margarita,"Mexican, Bar Food, Beverages",3.9,"Vagator, Goa",12:30pm – 12midnight (Today),+918830674892,"₹2,000 for two people (approx.) Without alcohol",,"Home Delivery
Takeaway Available
Full Bar Available
Serves Cocktails
Table booking recommended
Desserts and Bakes
Indoor Seating
Smoking Area
Outdoor Seating","Exclusive of applicable taxes and charges, if any",14
Gin Mill,"BBQ, American, Continental, Chinese, Fast Food",3.9,"Vagator, Goa",12noon – 11pm (Today),+917620359455,"₹1,800 for two people (approx.) with alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",7
Maka Zai,"Goan, Asian, Chinese, Seafood, Beverages",4.9,"Anjuna, Goa","11:30am – 4:30pm, 7:30pm – 11pm (Today)",+919022099693,"Devils Chicken, Chips, Cocktail, Dessert, Drink, Starters","₹1,700 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Table booking recommended
Indoor Seating","Beautiful Decor, Sanitised Service, Best Staff, Awesome Spot to Hangout, Fantastic Decoration, Delicious Taste",286
Boho Restaurant & Bar,"North Indian, Chinese, Seafood, Fast Food, Sichuan, Beverages",3.6,"Vagator, Goa",10am – 1am (Today),+919813444666,₹950 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",10
Leherein Restaurant & Bar,"North Indian, Continental, Italian, Chinese, Seafood, Desserts, Beverages, Fast Food",4.2,"Anjuna, Goa",9:30am – 2am (Today),+919823004378,"₹1,400 for two people (approx.) Without alcohol",,"Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Smoking Area
Desserts and Bakes
Indoor Seating","Exclusive of applicable taxes and charges, if any",17
Wok & Roll,"Oriental, Thai, Chinese, Asian, Desserts",4.8,"Candolim, Goa",1pm – 11pm (Today),+919049022348,"Drunken Beef, Herbal Tea, Pad Thai, Dimsums, Roll, Thai Curry","₹1,200 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Desserts and Bakes
Outdoor Seating
Family Friendly","Excellent Variety, Sitting Arrangement, Calm, Authenticity, Great Value, Portion Size",617
Palms N Sands,"Continental, Seafood, Goan, North Indian, Chinese, Fast Food, Desserts, Beverages",4.4,"Candolim Beach, Candolim, Goa",11am – 1am (Today),+919822149629,"King Prawn Tempura, Cheesy Garlic Bread, Prawn Balchao, Fish Curry Rice, Sea Food, Seafood","₹1,200 for two people (approx.) Without alcohol","Breakfast
Home Delivery
Serves Alcohol
Outdoor Seating
Indoor Seating
Pet Friendly
Wifi
Live Music
Seaview
Family Friendly
Smoking Area
Desserts and Bakes","Pet Friendly, Ample Seating Area, Seaview, Great Value, Packed on Weekends, Nice View",499
Kefi-Cafe And Bistro,"Middle Eastern, Arabian",4.3,"Assagao, Goa",24 Hours (Today),+919711758930,"Best Staff, Comforting Atmosphere, Delicious Taste, Clean and Hygienic Place, Food Presentation, Portions","Exclusive of applicable taxes and charges, if any","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages",₹500 for two people (approx.),72
Mama Miso,"Asian, Chinese, Sushi, Seafood, Desserts",4.1,"Majorda, Goa",12noon – 11pm (Today),+919538977405,"₹1,000 for two people (approx.)",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",43
The Red Ginger,"Asian, Chinese, Thai, Japanese, Desserts",4.4,"Colva, Goa",12noon – 11pm (Today),+918888476666,"Noodle, Dimsums, Dumplings, Thai Curry, Dessert, Fried Rice","₹1,600 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Desserts and Bakes
Family Friendly","Vintage Decor, More Variety, Theme, Friendly Service, Fancy Crowd, Nice Ambience",575
Sao By The Shore,"Salad, European, Seafood, Continental, Portuguese, Beverages",3.9,"Ashwem, Goa",11:30am – 11pm (Today),+917796841749,"₹1,600 for two people (approx.) Without alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",11
Locura,"Spanish, Mexican, Mediterranean, Continental, Desserts",4.5,"Anjuna, Goa",1pm – 11:30pm (Today),+919112069699,"Great Food Great Service, Outdoor Seating, Good Music, Affordable Prices, Host, Elaborate Menu","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Full Bar Available
DJ
Live Entertainment
Live Music
Smoking Area
Karaoke
Seaside
Outdoor Seating
Indoor Seating
Available for Functions","₹1,200 for two people (approx.) Without alcohol",70
Slow Tide,"Seafood, Konkan, Beverages",3.9,"Anjuna, Goa",9am – 11:30pm (Today),+918055255266,"₹3,000 for two people (approx.)",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",12
TBH - The Burger House,"Burger, Bar Food, Continental, Italian, Sandwich, Salad, Beverages",4.4,"Anjuna, Goa",12noon – 12midnight (Today),+917770013874,"Elaborate Menu, Good Music, Vibe, Fresh Food, Good Quality, Ambiance","Exclusive of applicable taxes and charges, if any","Cash and Cards accepted
Digital payments accepted","₹1,200 for two people (approx.) Without alcohol",62
Makani On The Beach,"Continental, Mexican, Goan, Seafood, Desserts, Beverages",3.8,"Anjuna, Goa",12noon – 2am (Today),+917506022985,"₹1,700 for two people (approx.) Without alcohol",,"Takeaway Available
Serves Alcohol
Desserts and Bakes
Table booking recommended","Exclusive of applicable taxes and charges, if any",10
Mamagoto,"Asian, Chinese, Thai, Sushi, Japanese, Desserts",4.5,"Panaji, Goa",12noon – 11:30pm (Today),+917620010732,"Food Presentation, Timely Service, Family Crowd, Great Portions, Worth the Money, Elaborate Menu","Exclusive of applicable taxes and charges, if any","Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","₹1,300 for two people (approx.) Without alcohol",267
Mademoiselle Boutique Hotel & Cafe,"Cafe, Coffee, Sandwich, American, Tea, Desserts, Shake, Beverages",3.9,"Assagao, Goa",8am – 8pm (Today),+919112004853,₹800 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",9
Anand Bar Seafood Restaurant,"North Indian, Goan, Chinese, Biryani, Seafood",4.4,"Anjuna, Goa","12:30pm – 10pm, 12:30pm – 10pm, 12:30pm – 10pm (Today)",+918237998363,"Fish Curry Thali, Prawn Masala Fry, Fry Prawns, Jumbo Prawns, Kingfish Fry, Authentic Goan Food",₹950 for two people (approx.) Without alcohol,"Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Outdoor Seating
Family Friendly","Affordable, Cheap, Food Service, Ample Seating Area, Gastronomical Experience, Family Place",649
Tkyo,"Asian, Japanese, Thai, Chinese, Seafood, Momos, Sushi, Beverages",4.5,"Anjuna, Goa","12midnight – 2am, 12noon – 12midnight (Today)",+919028356668,"₹1,400 for two people (approx.) with alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",30
Yeti - The Himalayan Kitchen,"Tibetan, Nepalese, Momos, Chinese, Beverages, Assamese",3.9,"Vagator, Goa",12noon – 11pm (Today),+917420915277,"₹1,300 for two people (approx.) with alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",13
O'Aido By Om Rose Garden,"North Indian, Italian, Seafood, Continental, Goan, Desserts",4.5,"Anjuna, Goa",12:45pm – 11:30pm (Today),+917020772012,"Weekend Brunch, Customizable Food, Good Music, Elaborate Menu, Fresh Food, Good Quality","Exclusive of applicable taxes and charges, if any",How do we calculate cost for two?,"₹1,400 for two people (approx.) Without alcohol",76
Mahe - Modern Coastal Cuisine,"Seafood, Goan, Mangalorean, Desserts",4.1,"Anjuna, Goa",12:30pm – 11:30pm (Today),+919765874858,"Goan Prawn Curry, Chicken 65, Chicken Wings, Beef, Cocktails, Dessert","₹1,700 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Outdoor Seating
Romantic Dining
Table booking recommended
Family Friendly","Comfortable Seating Area, Packed on Weekends, Relaxed Atmosphere, Good Options, Outdoor Seating, Host",166
